year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,9172,616.12,New England Division,Connecticut,0,With cash rent,"Yes, phone in household",March,2,881.52002,3 family members present,0 children present,No children under age 5,NIU,23,Male,Black/Negro,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",7200,4670,10 weeks,40 hours,19000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,37946,263.79001,West North Central Division,South Dakota,0,Owned or being bought,"Yes, phone in household",March,1,263.79001,4 family members present,2,No children under age 5,18,37,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",4600,8470,52 weeks,58 hours,1600,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,34210,2900.1499,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,1,2900.1499,2 family members present,0 children present,No children under age 5,NIU,48,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",7315,8190,52 weeks,58 hours,55000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,22589,3402.53,East North Central Division,Indiana,0,With cash rent,"Yes, phone in household",March,1,3402.53,1 family member present,0 children present,No children under age 5,NIU,40,Male,White,Never married/single,Some college but no degree,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,58322,3283.6799,South Atlantic Division,Florida,0,Owned or being bought,"Yes, phone in household",March,1,3283.6799,3 family members present,2,No children under age 5,23,58,Female,White,"Married, spouse absent",Some college but no degree,At work,"Yes, in the labor force",3255,8270,52 weeks,36 hours,40800,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,25614,1607.62,East North Central Division,Illinois,0,Owned or being bought,"Yes, phone in household",March,3,1239.9,4 family members present,0 children present,No children under age 5,NIU,7,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,62428,3015.9199,East South Central Division,Alabama,1015,Owned or being bought,"Yes, phone in household",March,1,3015.9199,2 family members present,0 children present,No children under age 5,NIU,62,Male,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,52231,1534.62,South Atlantic Division,South Carolina,0,With cash rent,"Yes, phone in household",March,2,1385.79,3 family members present,0 children present,No children under age 5,NIU,60,Female,Black/Negro,Divorced,Some college but no degree,At work,"Yes, in the labor force",3600,8190,52 weeks,45 hours,18000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,38962,431.45001,West North Central Division,Nebraska,0,With cash rent,"Yes, phone in household",March,1,431.45001,2 family members present,1 child present,1 child under age 5,1,27,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",6040,1180,52 weeks,50 hours,40000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,86981,2749.7,Pacific Division,California,6037,With cash rent,"Yes, phone in household",March,2,2749.7,2 family members present,0 children present,No children under age 5,NIU,27,Female,Asian only,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,California,For easier commute,Moved within county
2012,56665,1609.14,South Atlantic Division,Florida,12086,Owned or being bought,"Yes, phone in household",March,2,1524.26,1 family member present,0 children present,No children under age 5,NIU,64,Female,White,Divorced,Bachelor's degree,"Unemployed, experienced worker","Yes, in the labor force",3600,7580,30 weeks,NIU,5250,Below poverty,No service,Poor,Same house,NIU,Same house
2012,3484,481.98999,New England Division,New Hampshire,0,Owned or being bought,"Yes, phone in household",March,2,481.98999,2 family members present,0 children present,No children under age 5,NIU,53,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",9040,6290,52 weeks,40 hours,56050,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,82463,586.96997,Mountain Division,Nevada,32003,Owned or being bought,"Yes, phone in household",March,1,586.96997,2 family members present,0 children present,No children under age 5,NIU,71,Male,White,"Married, spouse present",Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,89932,1452.49,Pacific Division,California,6065,Owned or being bought,"Yes, phone in household",March,3,1489.62,5 family members present,0 children present,No children under age 5,NIU,1,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,77436,949.5,Mountain Division,Colorado,8035,Owned or being bought,"Yes, phone in household",March,1,949.5,3 family members present,1 child present,1 child under age 5,2,61,Male,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",840,7070,52 weeks,50 hours,390000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,47369,1468.17,South Atlantic Division,Virginia,51087,With cash rent,"Yes, phone in household",March,3,1543.78,3 family members present,0 children present,No children under age 5,NIU,10,Male,White-Black,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,35239,1339.97,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,5,1206.66,5 family members present,0 children present,No children under age 5,NIU,9,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,69128,3378.1299,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,1,3378.1299,2 family members present,0 children present,No children under age 5,NIU,63,Female,White,"Married, spouse present","Associate's degree, academic program",Not in labor force,"No, not in the labor force",0,0,52 weeks,NIU,38000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,95297,359.67001,Pacific Division,Hawaii,15001,Owned or being bought,"Yes, phone in household",March,2,251.63,2 family members present,0 children present,No children under age 5,NIU,13,Male,Hawaiian/Pacific Islander only,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,125-149 percent of the low-income level,NIU,Very good,Same house,NIU,Same house
2012,44333,910.64001,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,2,910.64001,4 family members present,2,1 child under age 5,6,40,Male,Asian only,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",800,6890,52 weeks,40 hours,100000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,43830,1552.08,South Atlantic Division,Maryland,0,With cash rent,"Yes, phone in household",March,6,1602.39,6 family members present,0 children present,No children under age 5,NIU,3,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,58747,2090.97,South Atlantic Division,Florida,12057,Owned or being bought,"Yes, phone in household",March,4,2617.8899,4 family members present,0 children present,No children under age 5,NIU,Under 1 year,Female,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,NIU,NIU,NIU
2012,39764,1483.95,West North Central Division,Kansas,0,Owned or being bought,"Yes, phone available",March,1,1483.95,1 family member present,0 children present,No children under age 5,NIU,28,Male,White,Divorced,Some college but no degree,At work,"Yes, in the labor force",6220,770,49 weeks,50 hours,26000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,24311,1522.83,East North Central Division,Illinois,0,With cash rent,"Yes, phone in household",March,2,2040.73,4 family members present,0 children present,No children under age 5,NIU,22,Male,Black/Negro,Never married/single,High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Fair,Same house,NIU,Same house
2012,34527,1029.3101,West North Central Division,Missouri,0,With cash rent,"Yes, phone in household",March,5,2106.51,5 family members present,0 children present,No children under age 5,NIU,1,Female,Black-Hawaiian/Pacific Islander,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,10064,591.14001,New England Division,Connecticut,0,With cash rent,"Yes, phone in household",March,2,554.98999,2 family members present,0 children present,No children under age 5,NIU,68,Female,White,Separated,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,91773,3459.3701,Pacific Division,California,6001,Owned or being bought,"Yes, phone in household",March,1,3459.3701,1 family member present,0 children present,No children under age 5,NIU,65,Female,White,Separated,"Associate's degree, academic program",At work,"Yes, in the labor force",4600,9160,46 weeks,3 hours,16561,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,46877,2783.79,South Atlantic Division,Virginia,0,Owned or being bought,"Yes, phone in household",March,2,2783.79,2 family members present,0 children present,No children under age 5,NIU,54,Female,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",5700,770,52 weeks,40 hours,150000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,85277,1927.54,Pacific Division,Oregon,0,Owned or being bought,"Yes, phone in household",March,3,2383.4399,3 family members present,0 children present,No children under age 5,NIU,21,Female,White,Never married/single,Some college but no degree,At work,"Yes, in the labor force",4760,5180,15 weeks,24 hours,702,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,86309,1552.8199,Pacific Division,California,6019,With cash rent,"Yes, phone in household",March,2,1552.8199,1 family member present,0 children present,No children under age 5,NIU,23,Female,White,Never married/single,Bachelor's degree,At work,"Yes, in the labor force",410,7070,52 weeks,38 hours,15000,125-149 percent of the low-income level,No service,Very good,California,Other family reason,"Moved within state, different county"
2012,73265,378.22,Mountain Division,Montana,0,Owned or being bought,"Yes, phone in household",March,6,415.98999,6 family members present,0 children present,No children under age 5,NIU,1,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,125-149 percent of the low-income level,NIU,Excellent,Same house,NIU,Same house
